image_id,top_category,top_score
test_03169_img.jpg,XMM Newton,0.976182
test_03096_img.jpg,XMM Newton,0.976178
test_00504_img.jpg,VenusExpress,0.976173
test_00889_img.jpg,Proba3,0.976162
test_03828_img.jpg,ObservationSat1,0.976158
test_04841_img.jpg,Cheops,0.976152
test_03818_img.jpg,XMM Newton,0.976149
test_04134_img.jpg,VenusExpress,0.976131
test_03083_img.jpg,ObservationSat1,0.976116
test_00326_img.jpg,ObservationSat1,0.976112
test_04668_img.jpg,LisaPathfinder,0.976108
test_01432_img.jpg,ObservationSat1,0.976101
test_04014_img.jpg,Proba3,0.976077
test_02136_img.jpg,XMM Newton,0.976075
test_00139_img.jpg,Smart1,0.976071
test_04060_img.jpg,ObservationSat1,0.976067
test_01146_img.jpg,VenusExpress,0.976060
test_02026_img.jpg,Proba3ocs,0.976055
test_04640_img.jpg,XMM Newton,0.976049
test_02177_img.jpg,Smart1,0.976038
test_02178_img.jpg,XMM Newton,0.976034
test_03517_img.jpg,Smart1,0.976025
test_01521_img.jpg,Proba3ocs,0.976024
test_03388_img.jpg,Smart1,0.976024
test_04365_img.jpg,Cheops,0.976011
test_02414_img.jpg,Cheops,0.976006
test_02571_img.jpg,Smart1,0.976005
test_04264_img.jpg,VenusExpress,0.975996
test_04319_img.jpg,ObservationSat1,0.975985
test_04085_img.jpg,Proba3ocs,0.975982
test_02522_img.jpg,Soho,0.975981
test_00088_img.jpg,Smart1,0.975980
test_03254_img.jpg,ObservationSat1,0.975978
test_03235_img.jpg,Proba3ocs,0.975977
test_04187_img.jpg,VenusExpress,0.975974
test_00876_img.jpg,Proba2,0.975972
test_00173_img.jpg,Proba3,0.975971
test_02554_img.jpg,Cheops,0.975968
test_01667_img.jpg,XMM Newton,0.975948
test_04763_img.jpg,ObservationSat1,0.975943
test_03119_img.jpg,Proba3,0.975940
test_04584_img.jpg,ObservationSat1,0.975939
test_02259_img.jpg,ObservationSat1,0.975937
test_01096_img.jpg,LisaPathfinder,0.975937
test_04811_img.jpg,ObservationSat1,0.975929
test_00427_img.jpg,XMM Newton,0.975911
test_04881_img.jpg,Cheops,0.975908
test_03249_img.jpg,VenusExpress,0.975907
test_04548_img.jpg,Proba3,0.975902
test_02078_img.jpg,Proba2,0.975899
test_00884_img.jpg,Soho,0.975892
test_01189_img.jpg,VenusExpress,0.975877
test_04037_img.jpg,Cheops,0.975870
test_04116_img.jpg,ObservationSat1,0.975869
test_00999_img.jpg,LisaPathfinder,0.975861
test_03426_img.jpg,ObservationSat1,0.975860
test_01965_img.jpg,ObservationSat1,0.975846
test_01734_img.jpg,Proba3,0.975833
test_04080_img.jpg,LisaPathfinder,0.975832
test_03174_img.jpg,Proba2,0.975829
test_00096_img.jpg,ObservationSat1,0.975818
test_01947_img.jpg,XMM Newton,0.975815
test_03635_img.jpg,VenusExpress,0.975809
test_00274_img.jpg,Cheops,0.975800
test_00563_img.jpg,Proba3,0.975800
test_04642_img.jpg,LisaPathfinder,0.975799
test_03607_img.jpg,Proba3ocs,0.975794
test_00705_img.jpg,ObservationSat1,0.975790
test_01740_img.jpg,Cheops,0.975790
test_02844_img.jpg,VenusExpress,0.975789
test_04586_img.jpg,Smart1,0.975785
test_02124_img.jpg,ObservationSat1,0.975784
test_02682_img.jpg,Proba2,0.975778
test_01830_img.jpg,Proba2,0.975770
test_02335_img.jpg,Proba3ocs,0.975770
test_02361_img.jpg,Cheops,0.975766
test_00035_img.jpg,Soho,0.975766
test_02440_img.jpg,XMM Newton,0.975762
test_00128_img.jpg,Soho,0.975755
test_01950_img.jpg,LisaPathfinder,0.975730
test_00618_img.jpg,Cheops,0.975724
test_04606_img.jpg,Soho,0.975721
test_03561_img.jpg,XMM Newton,0.975702
test_04424_img.jpg,Proba2,0.975698
test_01111_img.jpg,Proba3,0.975696
test_02769_img.jpg,LisaPathfinder,0.975694
test_03576_img.jpg,Proba3ocs,0.975689
test_00654_img.jpg,ObservationSat1,0.975687
test_03230_img.jpg,Proba3,0.975683
test_01318_img.jpg,Proba2,0.975669
test_03808_img.jpg,XMM Newton,0.975653
test_02829_img.jpg,Proba2,0.975643
test_01084_img.jpg,Proba2,0.975637
test_03319_img.jpg,Proba3ocs,0.975637
test_01401_img.jpg,Proba2,0.975633
test_00634_img.jpg,LisaPathfinder,0.975630
test_00293_img.jpg,Proba3,0.975612
test_03108_img.jpg,XMM Newton,0.975605
test_00304_img.jpg,Proba3ocs,0.975602
test_03448_img.jpg,Proba3,0.975601
test_01853_img.jpg,Proba3,0.975599
test_00417_img.jpg,ObservationSat1,0.975590
test_04948_img.jpg,Proba2,0.975587
test_02577_img.jpg,Proba3,0.975584
test_03031_img.jpg,XMM Newton,0.975580
test_00724_img.jpg,Proba2,0.975580
test_01263_img.jpg,Proba2,0.975574
test_04708_img.jpg,Proba2,0.975571
test_03768_img.jpg,ObservationSat1,0.975570
test_03885_img.jpg,Proba3ocs,0.975570
test_00358_img.jpg,ObservationSat1,0.975561
test_00900_img.jpg,Proba2,0.975558
test_04629_img.jpg,Proba3ocs,0.975552
test_03688_img.jpg,Proba2,0.975547
test_01407_img.jpg,Proba3,0.975541
test_03005_img.jpg,Proba3,0.975533
test_02266_img.jpg,Proba3ocs,0.975531
test_00386_img.jpg,Cheops,0.975530
test_03017_img.jpg,ObservationSat1,0.975529
test_04411_img.jpg,XMM Newton,0.975525
test_01807_img.jpg,Proba3,0.975521
test_00502_img.jpg,Smart1,0.975515
test_03992_img.jpg,ObservationSat1,0.975508
test_03996_img.jpg,XMM Newton,0.975505
test_02382_img.jpg,VenusExpress,0.975499
test_03734_img.jpg,LisaPathfinder,0.975480
test_01364_img.jpg,LisaPathfinder,0.975476
test_04003_img.jpg,Proba3ocs,0.975473
test_01483_img.jpg,LisaPathfinder,0.975471
test_01945_img.jpg,Proba3ocs,0.975470
test_04773_img.jpg,VenusExpress,0.975470
test_03350_img.jpg,ObservationSat1,0.975469
test_02669_img.jpg,Proba3ocs,0.975462
test_01627_img.jpg,Proba3ocs,0.975459
test_02865_img.jpg,Proba2,0.975457
test_00652_img.jpg,VenusExpress,0.975450
test_02830_img.jpg,Proba3,0.975444
test_04630_img.jpg,Cheops,0.975441
test_01818_img.jpg,VenusExpress,0.975432
test_01720_img.jpg,Cheops,0.975432
test_02725_img.jpg,XMM Newton,0.975416
test_01933_img.jpg,Proba3,0.975414
test_03703_img.jpg,Proba2,0.975412
test_02955_img.jpg,Proba3,0.975403
test_04552_img.jpg,ObservationSat1,0.975400
test_03533_img.jpg,Proba3ocs,0.975394
test_01511_img.jpg,Proba3,0.975393
test_00505_img.jpg,Soho,0.975386
test_03617_img.jpg,Proba3,0.975384
test_01951_img.jpg,LisaPathfinder,0.975381
test_01223_img.jpg,ObservationSat1,0.975374
test_02004_img.jpg,Proba3ocs,0.975372
test_01202_img.jpg,Smart1,0.975370
test_03697_img.jpg,LisaPathfinder,0.975370
test_02789_img.jpg,Proba3,0.975365
test_04928_img.jpg,Cheops,0.975363
test_00432_img.jpg,Soho,0.975357
test_01455_img.jpg,Cheops,0.975349
test_03562_img.jpg,ObservationSat1,0.975346
test_04205_img.jpg,ObservationSat1,0.975339
test_03481_img.jpg,Proba3,0.975317
test_01283_img.jpg,ObservationSat1,0.975317
test_00625_img.jpg,XMM Newton,0.975315
test_04460_img.jpg,Proba2,0.975315
test_02770_img.jpg,XMM Newton,0.975313
test_01425_img.jpg,LisaPathfinder,0.975312
test_01077_img.jpg,Proba3,0.975307
test_04028_img.jpg,Cheops,0.975305
test_01221_img.jpg,Proba3,0.975300
test_00812_img.jpg,LisaPathfinder,0.975297
test_02715_img.jpg,XMM Newton,0.975291
test_02552_img.jpg,Proba3,0.975289
test_01643_img.jpg,Proba3,0.975273
test_00363_img.jpg,Proba2,0.975271
test_03577_img.jpg,LisaPathfinder,0.975268
test_01691_img.jpg,Proba3ocs,0.975263
test_00921_img.jpg,Cheops,0.975261
test_03045_img.jpg,Proba3,0.975255
test_03399_img.jpg,Proba3,0.975245
test_01000_img.jpg,Proba3,0.975242
test_02848_img.jpg,Proba3,0.975235
test_00584_img.jpg,Proba3,0.975228
test_02220_img.jpg,LisaPathfinder,0.975227
test_01130_img.jpg,Proba3,0.975224
test_01651_img.jpg,XMM Newton,0.975222
test_04066_img.jpg,Proba3ocs,0.975217
test_02226_img.jpg,XMM Newton,0.975209
test_03726_img.jpg,ObservationSat1,0.975204
test_00415_img.jpg,Proba2,0.975199
test_02872_img.jpg,Proba3,0.975196
test_04757_img.jpg,Proba3,0.975181
test_04651_img.jpg,Cheops,0.975175
test_03880_img.jpg,Soho,0.975167
test_03180_img.jpg,Soho,0.975164
test_02491_img.jpg,LisaPathfinder,0.975160
test_03140_img.jpg,ObservationSat1,0.975153
test_00740_img.jpg,Soho,0.975151
test_02249_img.jpg,Cheops,0.975150
test_00692_img.jpg,Proba3ocs,0.975147
test_01426_img.jpg,ObservationSat1,0.975136
test_03878_img.jpg,XMM Newton,0.975132
test_01547_img.jpg,Cheops,0.975131
test_01187_img.jpg,ObservationSat1,0.975117
test_03459_img.jpg,Proba3,0.975116
test_01948_img.jpg,XMM Newton,0.975105
test_00549_img.jpg,VenusExpress,0.975101
test_01606_img.jpg,LisaPathfinder,0.975094
test_04621_img.jpg,Proba3,0.975087
test_04203_img.jpg,ObservationSat1,0.975081
test_03800_img.jpg,Proba3,0.975067
test_02195_img.jpg,ObservationSat1,0.975067
test_01062_img.jpg,Proba3ocs,0.975066
test_03804_img.jpg,ObservationSat1,0.975065
test_01528_img.jpg,Proba3ocs,0.975064
test_00229_img.jpg,Proba2,0.975047
test_03752_img.jpg,VenusExpress,0.975046
test_04675_img.jpg,Cheops,0.975046
test_01614_img.jpg,XMM Newton,0.975044
test_02385_img.jpg,LisaPathfinder,0.975043
test_00312_img.jpg,Cheops,0.975038
test_00490_img.jpg,Proba2,0.975037
test_02801_img.jpg,Proba2,0.975023
test_01733_img.jpg,Proba2,0.975022
test_04184_img.jpg,Smart1,0.975017
test_01645_img.jpg,Proba2,0.975003
test_03824_img.jpg,Proba2,0.974999
test_03115_img.jpg,VenusExpress,0.974994
test_00611_img.jpg,Proba3ocs,0.974978
test_04572_img.jpg,Proba3ocs,0.974977
test_00760_img.jpg,Smart1,0.974976
test_01887_img.jpg,Soho,0.974973
test_04445_img.jpg,LisaPathfinder,0.974964
test_04441_img.jpg,Cheops,0.974949
test_02028_img.jpg,Smart1,0.974941
test_01047_img.jpg,Proba2,0.974940
test_03770_img.jpg,Proba3,0.974937
test_03632_img.jpg,LisaPathfinder,0.974936
test_04873_img.jpg,Proba3ocs,0.974926
test_03353_img.jpg,ObservationSat1,0.974922
test_00944_img.jpg,Proba3,0.974919
test_00454_img.jpg,LisaPathfinder,0.974916
test_02099_img.jpg,ObservationSat1,0.974913
test_02165_img.jpg,VenusExpress,0.974910
test_02054_img.jpg,XMM Newton,0.974909
test_03187_img.jpg,XMM Newton,0.974908
test_04717_img.jpg,XMM Newton,0.974908
test_04248_img.jpg,ObservationSat1,0.974904
test_03209_img.jpg,Smart1,0.974904
test_02727_img.jpg,Smart1,0.974899
test_00231_img.jpg,Proba3ocs,0.974896
test_00116_img.jpg,XMM Newton,0.974895
test_00234_img.jpg,Proba3,0.974892
test_04031_img.jpg,Cheops,0.974885
test_04848_img.jpg,ObservationSat1,0.974880
test_01873_img.jpg,ObservationSat1,0.974874
test_03403_img.jpg,Soho,0.974871
test_01172_img.jpg,Proba3,0.974856
test_00325_img.jpg,Proba3,0.974844
test_03120_img.jpg,ObservationSat1,0.974836
test_04234_img.jpg,Proba2,0.974829
test_01143_img.jpg,ObservationSat1,0.974820
test_04505_img.jpg,XMM Newton,0.974810
test_03293_img.jpg,VenusExpress,0.974804
test_04809_img.jpg,Proba3ocs,0.974795
test_04001_img.jpg,Cheops,0.974790
test_01737_img.jpg,ObservationSat1,0.974786
test_01674_img.jpg,ObservationSat1,0.974781
test_04188_img.jpg,LisaPathfinder,0.974780
test_03872_img.jpg,ObservationSat1,0.974777
test_01394_img.jpg,ObservationSat1,0.974769
test_00861_img.jpg,ObservationSat1,0.974768
test_04456_img.jpg,Proba3ocs,0.974753
test_01269_img.jpg,Cheops,0.974751
test_01445_img.jpg,Smart1,0.974743
test_04821_img.jpg,Proba2,0.974737
test_01332_img.jpg,ObservationSat1,0.974724
test_03801_img.jpg,Smart1,0.974719
test_03266_img.jpg,XMM Newton,0.974715
test_03069_img.jpg,Soho,0.974707
test_04850_img.jpg,ObservationSat1,0.974693
test_03078_img.jpg,Proba3ocs,0.974692
test_02539_img.jpg,Cheops,0.974662
test_00846_img.jpg,Smart1,0.974661
test_04683_img.jpg,XMM Newton,0.974655
test_00775_img.jpg,Proba2,0.974652
test_02790_img.jpg,Smart1,0.974650
test_01362_img.jpg,Proba2,0.974645
test_00709_img.jpg,Proba3ocs,0.974645
test_00089_img.jpg,Proba3ocs,0.974642
test_00936_img.jpg,ObservationSat1,0.974633
test_03368_img.jpg,Proba2,0.974625
test_03030_img.jpg,ObservationSat1,0.974618
test_04929_img.jpg,XMM Newton,0.974616
test_02598_img.jpg,XMM Newton,0.974600
test_04971_img.jpg,Proba3ocs,0.974590
test_00499_img.jpg,XMM Newton,0.974589
test_01409_img.jpg,LisaPathfinder,0.974588
test_02080_img.jpg,ObservationSat1,0.974580
test_03553_img.jpg,XMM Newton,0.974576
test_01714_img.jpg,ObservationSat1,0.974570
test_04720_img.jpg,Smart1,0.974550
test_01776_img.jpg,Proba3ocs,0.974548
test_03242_img.jpg,XMM Newton,0.974541
test_00766_img.jpg,Cheops,0.974541
test_01697_img.jpg,Proba2,0.974534
test_02366_img.jpg,Proba3,0.974533
test_04239_img.jpg,LisaPathfinder,0.974521
test_00977_img.jpg,Soho,0.974514
test_00517_img.jpg,Cheops,0.974513
test_04592_img.jpg,Proba3,0.974507
test_04707_img.jpg,Smart1,0.974497
test_02208_img.jpg,XMM Newton,0.974494
test_01267_img.jpg,ObservationSat1,0.974473
test_04876_img.jpg,Proba2,0.974471
test_01964_img.jpg,LisaPathfinder,0.974468
test_00751_img.jpg,Proba3,0.974465
test_04747_img.jpg,Proba2,0.974462
test_04566_img.jpg,ObservationSat1,0.974454
test_01386_img.jpg,Soho,0.974447
test_00700_img.jpg,Proba3ocs,0.974442
test_03900_img.jpg,XMM Newton,0.974436
test_03747_img.jpg,Proba2,0.974431
test_03405_img.jpg,Proba3,0.974428
test_01179_img.jpg,XMM Newton,0.974422
test_04165_img.jpg,Soho,0.974407
test_03519_img.jpg,Proba2,0.974397
test_00264_img.jpg,Cheops,0.974395
test_01856_img.jpg,Cheops,0.974388
test_01436_img.jpg,Proba2,0.974381
test_00809_img.jpg,Cheops,0.974360
test_01226_img.jpg,VenusExpress,0.974350
test_01928_img.jpg,Proba2,0.974348
test_03446_img.jpg,Proba3,0.974347
test_00058_img.jpg,LisaPathfinder,0.974342
test_04498_img.jpg,ObservationSat1,0.974321
test_03092_img.jpg,ObservationSat1,0.974309
test_01883_img.jpg,VenusExpress,0.974307
test_03233_img.jpg,Proba3,0.974304
test_01211_img.jpg,XMM Newton,0.974302
test_00665_img.jpg,ObservationSat1,0.974298
test_02960_img.jpg,XMM Newton,0.974295
test_01595_img.jpg,Proba2,0.974285
test_03569_img.jpg,Proba3,0.974280
test_04972_img.jpg,XMM Newton,0.974276
test_01694_img.jpg,XMM Newton,0.974263
test_01227_img.jpg,ObservationSat1,0.974260
test_03761_img.jpg,Cheops,0.974255
test_00758_img.jpg,Proba2,0.974251
test_03540_img.jpg,Smart1,0.974240
test_00535_img.jpg,XMM Newton,0.974230
test_00204_img.jpg,Cheops,0.974228
test_00970_img.jpg,LisaPathfinder,0.974226
test_02051_img.jpg,LisaPathfinder,0.974226
test_01506_img.jpg,Proba3ocs,0.974225
test_03125_img.jpg,Soho,0.974222
test_01759_img.jpg,Smart1,0.974205
test_01478_img.jpg,Proba3,0.974205
test_03020_img.jpg,Proba3ocs,0.974202
test_04860_img.jpg,LisaPathfinder,0.974199
test_02055_img.jpg,LisaPathfinder,0.974197
test_00653_img.jpg,Smart1,0.974193
test_00220_img.jpg,LisaPathfinder,0.974187
test_03538_img.jpg,ObservationSat1,0.974181
test_03581_img.jpg,Soho,0.974165
test_00302_img.jpg,VenusExpress,0.974164
test_04122_img.jpg,Soho,0.974160
test_03157_img.jpg,ObservationSat1,0.974151
test_00715_img.jpg,ObservationSat1,0.974149
test_01507_img.jpg,LisaPathfinder,0.974148
test_03263_img.jpg,LisaPathfinder,0.974130
test_02535_img.jpg,Proba3,0.974119
test_04011_img.jpg,XMM Newton,0.974114
test_02397_img.jpg,ObservationSat1,0.974113
test_00436_img.jpg,Proba2,0.974113
test_04836_img.jpg,ObservationSat1,0.974112
test_03676_img.jpg,Soho,0.974108
test_03081_img.jpg,LisaPathfinder,0.974108
test_03487_img.jpg,Cheops,0.974104
test_04510_img.jpg,Proba2,0.974104
test_01628_img.jpg,Proba3,0.974101
test_03932_img.jpg,VenusExpress,0.974100
test_02411_img.jpg,Proba3ocs,0.974096
test_04471_img.jpg,XMM Newton,0.974076
test_01617_img.jpg,Proba3,0.974073
test_02250_img.jpg,Proba2,0.974071
test_02934_img.jpg,Cheops,0.974065
test_04075_img.jpg,Proba2,0.974057
test_04947_img.jpg,Cheops,0.974044
test_00412_img.jpg,Proba3,0.974033
test_03127_img.jpg,Cheops,0.974018
test_00556_img.jpg,VenusExpress,0.974016
test_00656_img.jpg,LisaPathfinder,0.974014
test_01288_img.jpg,Smart1,0.974007
test_01218_img.jpg,Cheops,0.974006
test_00872_img.jpg,Cheops,0.973995
test_02265_img.jpg,Proba2,0.973993
test_04918_img.jpg,Proba3ocs,0.973992
test_02614_img.jpg,Proba3,0.973987
test_03257_img.jpg,Cheops,0.973984
test_03025_img.jpg,LisaPathfinder,0.973982
test_00633_img.jpg,LisaPathfinder,0.973970
test_02503_img.jpg,ObservationSat1,0.973967
test_02475_img.jpg,ObservationSat1,0.973961
test_03745_img.jpg,Smart1,0.973958
test_00347_img.jpg,Cheops,0.973938
test_00410_img.jpg,ObservationSat1,0.973931
test_03552_img.jpg,VenusExpress,0.973929
test_04614_img.jpg,Proba3ocs,0.973920
test_01953_img.jpg,XMM Newton,0.973918
test_00647_img.jpg,LisaPathfinder,0.973918
test_01107_img.jpg,Proba2,0.973916
test_02025_img.jpg,Proba3,0.973913
test_00409_img.jpg,Cheops,0.973907
test_04633_img.jpg,Proba3ocs,0.973906
test_02957_img.jpg,Soho,0.973903
test_03672_img.jpg,Proba3,0.973901
test_02841_img.jpg,Cheops,0.973901
test_00272_img.jpg,LisaPathfinder,0.973889
test_02612_img.jpg,LisaPathfinder,0.973880
test_00477_img.jpg,Soho,0.973867
test_02418_img.jpg,XMM Newton,0.973865
test_03061_img.jpg,Proba3,0.973857
test_01196_img.jpg,LisaPathfinder,0.973849
test_04828_img.jpg,Soho,0.973845
test_01949_img.jpg,ObservationSat1,0.973841
test_01015_img.jpg,Proba2,0.973830
test_02053_img.jpg,XMM Newton,0.973828
test_00595_img.jpg,VenusExpress,0.973826
test_00580_img.jpg,Proba3ocs,0.973822
test_03595_img.jpg,LisaPathfinder,0.973813
test_01874_img.jpg,ObservationSat1,0.973812
test_02449_img.jpg,Smart1,0.973805
test_00628_img.jpg,Proba2,0.973804
test_03980_img.jpg,Cheops,0.973804
test_04994_img.jpg,ObservationSat1,0.973797
test_00808_img.jpg,Soho,0.973792
test_01034_img.jpg,Proba3,0.973792
test_00933_img.jpg,XMM Newton,0.973777
test_03728_img.jpg,Proba3,0.973772
test_00403_img.jpg,Proba3ocs,0.973772
test_00651_img.jpg,ObservationSat1,0.973770
test_01541_img.jpg,Proba2,0.973768
test_04711_img.jpg,ObservationSat1,0.973761
test_01906_img.jpg,Cheops,0.973750
test_03870_img.jpg,Proba3ocs,0.973750
test_02421_img.jpg,Proba3,0.973749
test_01670_img.jpg,Soho,0.973748
test_04889_img.jpg,VenusExpress,0.973741
test_01344_img.jpg,XMM Newton,0.973734
test_02379_img.jpg,Proba2,0.973733
test_00402_img.jpg,Cheops,0.973731
test_00663_img.jpg,Proba3,0.973729
test_00013_img.jpg,Proba3,0.973727
test_01260_img.jpg,VenusExpress,0.973726
test_00703_img.jpg,Cheops,0.973721
test_03903_img.jpg,Smart1,0.973715
test_02461_img.jpg,VenusExpress,0.973707
test_01242_img.jpg,Proba3,0.973702
test_03836_img.jpg,Proba2,0.973687
test_02484_img.jpg,Proba2,0.973686
test_03234_img.jpg,LisaPathfinder,0.973684
test_04722_img.jpg,ObservationSat1,0.973684
test_02181_img.jpg,XMM Newton,0.973681
test_04326_img.jpg,Cheops,0.973676
test_02731_img.jpg,Cheops,0.973672
test_03706_img.jpg,Proba3ocs,0.973661
test_03019_img.jpg,Proba2,0.973658
test_02808_img.jpg,Proba3,0.973651
test_02171_img.jpg,XMM Newton,0.973642
test_04400_img.jpg,Proba3,0.973638
test_03397_img.jpg,Cheops,0.973636
test_01243_img.jpg,Cheops,0.973635
test_00311_img.jpg,Cheops,0.973628
test_04799_img.jpg,Proba3,0.973622
test_04806_img.jpg,Proba2,0.973610
test_04543_img.jpg,ObservationSat1,0.973609
test_04998_img.jpg,Proba3,0.973603
test_04048_img.jpg,Soho,0.973603
test_03310_img.jpg,ObservationSat1,0.973575
test_00212_img.jpg,Proba2,0.973574
test_02264_img.jpg,Cheops,0.973572
test_02634_img.jpg,LisaPathfinder,0.973562
test_04768_img.jpg,Smart1,0.973551
test_03116_img.jpg,ObservationSat1,0.973547
test_04964_img.jpg,VenusExpress,0.973547
test_00911_img.jpg,VenusExpress,0.973541
test_03622_img.jpg,ObservationSat1,0.973532
test_02309_img.jpg,ObservationSat1,0.973528
test_03381_img.jpg,ObservationSat1,0.973522
test_00327_img.jpg,ObservationSat1,0.973513
test_03686_img.jpg,LisaPathfinder,0.973505
test_02402_img.jpg,ObservationSat1,0.973505
test_03237_img.jpg,XMM Newton,0.973502
test_00090_img.jpg,Soho,0.973493
test_01561_img.jpg,LisaPathfinder,0.973489
test_04347_img.jpg,VenusExpress,0.973487
test_00973_img.jpg,XMM Newton,0.973485
test_03667_img.jpg,Proba3ocs,0.973483
test_03087_img.jpg,ObservationSat1,0.973477
test_00899_img.jpg,Proba3ocs,0.973475
test_03796_img.jpg,Proba2,0.973458
test_01789_img.jpg,Cheops,0.973455
test_00048_img.jpg,ObservationSat1,0.973449
test_02816_img.jpg,Proba3,0.973447
test_04171_img.jpg,Proba3,0.973445
test_00270_img.jpg,Proba3,0.973445
test_02708_img.jpg,ObservationSat1,0.973439
test_01307_img.jpg,Soho,0.973429
test_01503_img.jpg,Cheops,0.973425
test_00534_img.jpg,Smart1,0.973419
test_02714_img.jpg,Soho,0.973410
test_04627_img.jpg,Smart1,0.973405
test_04215_img.jpg,XMM Newton,0.973399
test_03578_img.jpg,Proba2,0.973394
test_00382_img.jpg,Smart1,0.973393
test_03636_img.jpg,Proba3ocs,0.973375
test_03407_img.jpg,Proba3,0.973365
test_00057_img.jpg,Proba2,0.973364
test_01847_img.jpg,ObservationSat1,0.973363
test_02856_img.jpg,Proba2,0.973357
test_03420_img.jpg,Cheops,0.973357
test_00453_img.jpg,Cheops,0.973354
test_01180_img.jpg,Proba2,0.973351
test_00779_img.jpg,Smart1,0.973349
test_00598_img.jpg,XMM Newton,0.973348
test_02928_img.jpg,Proba3,0.973343
test_01003_img.jpg,ObservationSat1,0.973342
test_03888_img.jpg,ObservationSat1,0.973338
test_04104_img.jpg,Proba2,0.973335
test_02662_img.jpg,Proba3ocs,0.973334
test_03589_img.jpg,Cheops,0.973333
test_03331_img.jpg,Proba3,0.973326
test_01356_img.jpg,Proba3ocs,0.973323
test_02273_img.jpg,Proba2,0.973319
test_00081_img.jpg,Smart1,0.973316
test_02326_img.jpg,XMM Newton,0.973315
test_01648_img.jpg,Proba3ocs,0.973313
test_04496_img.jpg,Proba3,0.973312
test_00507_img.jpg,ObservationSat1,0.973311
test_00898_img.jpg,Proba3ocs,0.973311
test_02219_img.jpg,LisaPathfinder,0.973310
test_02332_img.jpg,XMM Newton,0.973302
test_02311_img.jpg,Smart1,0.973296
test_03509_img.jpg,Smart1,0.973286
test_02336_img.jpg,ObservationSat1,0.973258
test_04704_img.jpg,XMM Newton,0.973256
test_02189_img.jpg,Proba3,0.973254
test_02391_img.jpg,Proba3ocs,0.973254
test_00591_img.jpg,Smart1,0.973247
test_04483_img.jpg,Cheops,0.973246
test_04252_img.jpg,XMM Newton,0.973224
test_03098_img.jpg,VenusExpress,0.973219
test_03289_img.jpg,Soho,0.973212
test_01485_img.jpg,XMM Newton,0.973203
test_00960_img.jpg,Soho,0.973194
test_00874_img.jpg,ObservationSat1,0.973192
test_01878_img.jpg,LisaPathfinder,0.973172
test_04077_img.jpg,ObservationSat1,0.973172
test_04323_img.jpg,Proba3ocs,0.973163
test_02169_img.jpg,ObservationSat1,0.973160
test_03976_img.jpg,ObservationSat1,0.973152
test_00491_img.jpg,Proba3,0.973147
test_04240_img.jpg,XMM Newton,0.973140
test_01186_img.jpg,VenusExpress,0.973132
test_04852_img.jpg,LisaPathfinder,0.973121
test_03613_img.jpg,Cheops,0.973121
test_00033_img.jpg,Proba3,0.973118
test_00971_img.jpg,LisaPathfinder,0.973106
test_00638_img.jpg,XMM Newton,0.973100
test_02141_img.jpg,XMM Newton,0.973098
test_02994_img.jpg,ObservationSat1,0.973090
test_04076_img.jpg,ObservationSat1,0.973089
test_03899_img.jpg,Proba3ocs,0.973088
test_04932_img.jpg,Cheops,0.973088
test_03417_img.jpg,LisaPathfinder,0.973080
test_00268_img.jpg,Proba3,0.973058
test_00785_img.jpg,Proba3,0.973044
test_02082_img.jpg,Proba3ocs,0.973043
test_01913_img.jpg,Proba2,0.973040
test_01909_img.jpg,Soho,0.973040
test_00803_img.jpg,Proba2,0.973039
test_04331_img.jpg,Proba3,0.973035
test_02953_img.jpg,XMM Newton,0.973030
test_04798_img.jpg,LisaPathfinder,0.973018
test_03868_img.jpg,LisaPathfinder,0.973001
test_00572_img.jpg,XMM Newton,0.973000
test_04682_img.jpg,LisaPathfinder,0.972998
test_00105_img.jpg,Proba3ocs,0.972998
test_03922_img.jpg,Cheops,0.972996
test_02063_img.jpg,Cheops,0.972996
test_04038_img.jpg,XMM Newton,0.972994
test_01067_img.jpg,ObservationSat1,0.972988
test_04227_img.jpg,Proba3ocs,0.972963
test_03028_img.jpg,VenusExpress,0.972954
test_02860_img.jpg,LisaPathfinder,0.972951
test_03040_img.jpg,Proba3,0.972951
test_02995_img.jpg,Smart1,0.972937
test_04035_img.jpg,Cheops,0.972935
test_02753_img.jpg,LisaPathfinder,0.972929
test_02149_img.jpg,LisaPathfinder,0.972923
test_04378_img.jpg,Cheops,0.972916
test_00976_img.jpg,Proba3ocs,0.972915
test_03959_img.jpg,XMM Newton,0.972914
test_04556_img.jpg,LisaPathfinder,0.972910
test_04949_img.jpg,VenusExpress,0.972905
test_01803_img.jpg,XMM Newton,0.972905
test_00159_img.jpg,Proba2,0.972898
test_03076_img.jpg,Cheops,0.972897
test_01008_img.jpg,Proba2,0.972896
test_03429_img.jpg,LisaPathfinder,0.972883
test_01762_img.jpg,XMM Newton,0.972876
test_02233_img.jpg,VenusExpress,0.972876
test_04743_img.jpg,Proba3ocs,0.972873
test_04419_img.jpg,VenusExpress,0.972861
test_02105_img.jpg,Smart1,0.972858
test_02608_img.jpg,ObservationSat1,0.972857
test_00481_img.jpg,Proba3,0.972852
test_03370_img.jpg,Proba3,0.972848
test_02166_img.jpg,Proba2,0.972848
test_03719_img.jpg,Proba2,0.972846
test_02903_img.jpg,Proba3,0.972846
test_00986_img.jpg,XMM Newton,0.972843
