filename,class,bbox
test_05473_img.jpg,LisaPathfinder,"(521, 57, 790, 348)"
test_05474_img.jpg,LisaPathfinder,"(754, 28, 928, 225)"
test_05475_img.jpg,Proba3ocs,"(271, 308, 480, 496)"
test_05476_img.jpg,Cheops,"(591, 169, 844, 409)"
test_05477_img.jpg,LisaPathfinder,"(393, 5, 680, 338)"
test_05478_img.jpg,VenusExpress,"(485, 464, 608, 611)"
test_05479_img.jpg,Cheops,"(712, 376, 950, 637)"
test_05480_img.jpg,Smart1,"(75, 553, 492, 880)"
test_05481_img.jpg,Proba2,"(664, 502, 1017, 870)"
test_05482_img.jpg,Soho,"(383, 585, 536, 781)"
test_05483_img.jpg,Proba3ocs,"(715, 2, 922, 191)"
test_05484_img.jpg,ObservationSat1,"(266, 4, 724, 300)"
test_05485_img.jpg,Proba2,"(296, 11, 868, 750)"
test_05486_img.jpg,ObservationSat1,"(698, 65, 978, 695)"
test_05487_img.jpg,ObservationSat1,"(243, 110, 717, 565)"
test_05488_img.jpg,XMM Newton,"(490, 241, 946, 618)"
test_05489_img.jpg,ObservationSat1,"(748, 373, 1018, 827)"
test_05490_img.jpg,Smart1,"(450, 127, 550, 575)"
test_05491_img.jpg,Proba2,"(259, 160, 537, 616)"
test_05492_img.jpg,Proba3,"(166, 60, 734, 664)"
test_05493_img.jpg,Smart1,"(509, 128, 949, 271)"
test_05494_img.jpg,Soho,"(395, 143, 600, 300)"
test_05495_img.jpg,Cheops,"(168, 277, 578, 653)"
test_05496_img.jpg,Soho,"(515, 526, 768, 735)"
test_05497_img.jpg,XMM Newton,"(643, 159, 879, 569)"
test_05498_img.jpg,Proba2,"(497, 97, 926, 769)"
test_05499_img.jpg,Cheops,"(301, 450, 539, 724)"
test_05500_img.jpg,Proba3,"(511, 513, 848, 1015)"
test_05501_img.jpg,XMM Newton,"(144, 6, 669, 412)"
test_05502_img.jpg,Smart1,"(44, 660, 611, 762)"
test_05503_img.jpg,Proba3,"(631, 42, 952, 454)"
test_05504_img.jpg,XMM Newton,"(756, 14, 974, 414)"
test_05505_img.jpg,Cheops,"(7, 223, 442, 688)"
test_05506_img.jpg,Smart1,"(30, 7, 552, 460)"
test_05507_img.jpg,Proba3ocs,"(694, 303, 898, 507)"
test_05508_img.jpg,Proba3ocs,"(485, 214, 685, 423)"
test_05509_img.jpg,VenusExpress,"(97, 389, 566, 1013)"
test_05510_img.jpg,Cheops,"(553, 406, 851, 794)"
test_05511_img.jpg,VenusExpress,"(637, 225, 762, 384)"
test_05512_img.jpg,LisaPathfinder,"(374, 603, 717, 976)"
test_05513_img.jpg,Smart1,"(607, 164, 1007, 438)"
test_05514_img.jpg,LisaPathfinder,"(852, 645, 1020, 824)"
test_05515_img.jpg,Cheops,"(419, 77, 667, 289)"
test_05516_img.jpg,XMM Newton,"(242, 320, 855, 609)"
test_05517_img.jpg,VenusExpress,"(435, 440, 713, 552)"
test_05518_img.jpg,Soho,"(531, 118, 795, 231)"
test_05519_img.jpg,Proba3,"(245, 457, 662, 841)"
test_05520_img.jpg,ObservationSat1,"(370, 185, 748, 442)"
test_05521_img.jpg,XMM Newton,"(601, 6, 915, 418)"
test_05522_img.jpg,Soho,"(444, 402, 731, 827)"
test_05523_img.jpg,Proba3,"(171, 414, 698, 767)"
test_05524_img.jpg,Proba2,"(578, 98, 933, 314)"
test_05525_img.jpg,Smart1,"(230, 200, 759, 843)"
test_05526_img.jpg,Proba3,"(408, 294, 759, 873)"
test_05527_img.jpg,LisaPathfinder,"(757, 20, 972, 271)"
test_05528_img.jpg,XMM Newton,"(62, 13, 842, 884)"
test_05529_img.jpg,ObservationSat1,"(466, 508, 740, 785)"
test_05530_img.jpg,ObservationSat1,"(173, 551, 688, 965)"
test_05531_img.jpg,Soho,"(261, 420, 468, 669)"
test_05532_img.jpg,Soho,"(677, 324, 813, 596)"
test_05533_img.jpg,Proba3ocs,"(409, 2, 598, 183)"
test_05534_img.jpg,Soho,"(253, 449, 454, 673)"
test_05535_img.jpg,VenusExpress,"(515, 375, 690, 795)"
test_05536_img.jpg,XMM Newton,"(600, 159, 1016, 447)"
test_05537_img.jpg,Proba2,"(401, 180, 636, 476)"
test_05538_img.jpg,Smart1,"(520, 347, 736, 480)"
test_05539_img.jpg,Soho,"(466, 632, 814, 847)"
test_05540_img.jpg,VenusExpress,"(308, 8, 686, 566)"
test_05541_img.jpg,Soho,"(837, 528, 1020, 681)"
test_05542_img.jpg,LisaPathfinder,"(594, 541, 878, 767)"
test_05543_img.jpg,Proba3ocs,"(618, 4, 941, 268)"
test_05544_img.jpg,ObservationSat1,"(442, 6, 913, 479)"
test_05545_img.jpg,Proba3ocs,"(827, 3, 1020, 222)"
test_05546_img.jpg,Cheops,"(677, 464, 1017, 842)"
test_05547_img.jpg,Proba2,"(560, 5, 846, 367)"
test_05548_img.jpg,Soho,"(798, 48, 927, 177)"
test_05549_img.jpg,LisaPathfinder,"(258, 595, 671, 894)"
test_05550_img.jpg,XMM Newton,"(318, 48, 672, 400)"
test_05551_img.jpg,Proba2,"(360, 479, 900, 860)"
test_05552_img.jpg,Soho,"(21, 513, 382, 823)"
test_05553_img.jpg,Proba2,"(390, 5, 684, 378)"
test_05554_img.jpg,Cheops,"(628, 442, 852, 700)"
test_05555_img.jpg,Cheops,"(323, 294, 580, 511)"
test_05556_img.jpg,Proba3,"(182, 302, 538, 712)"
test_05557_img.jpg,Cheops,"(480, 224, 824, 578)"
test_05558_img.jpg,XMM Newton,"(380, 318, 568, 566)"
test_05559_img.jpg,Smart1,"(591, 245, 758, 415)"
test_05560_img.jpg,LisaPathfinder,"(684, 663, 1015, 1017)"
test_05561_img.jpg,Soho,"(115, 404, 579, 730)"
test_05562_img.jpg,Cheops,"(7, 480, 464, 1004)"
test_05563_img.jpg,Cheops,"(562, 415, 802, 650)"
test_05564_img.jpg,Proba2,"(108, 320, 876, 1010)"
test_05565_img.jpg,Smart1,"(471, 405, 556, 638)"
test_05566_img.jpg,Cheops,"(19, 537, 527, 993)"
test_05567_img.jpg,Proba3,"(351, 199, 996, 538)"
test_05568_img.jpg,Proba2,"(170, 334, 537, 542)"
test_05569_img.jpg,VenusExpress,"(457, 154, 825, 321)"
test_05570_img.jpg,Cheops,"(6, 82, 408, 561)"
test_05571_img.jpg,VenusExpress,"(94, 188, 659, 626)"
test_05572_img.jpg,Smart1,"(278, 445, 769, 600)"
test_05573_img.jpg,Proba2,"(346, 131, 568, 661)"
test_05574_img.jpg,Proba3ocs,"(349, 348, 563, 553)"
test_05575_img.jpg,Smart1,"(294, 11, 462, 715)"
test_05576_img.jpg,LisaPathfinder,"(535, 442, 742, 649)"
test_05577_img.jpg,VenusExpress,"(378, 464, 531, 655)"
test_05578_img.jpg,Soho,"(652, 655, 1017, 818)"
test_05579_img.jpg,VenusExpress,"(402, 49, 657, 668)"
test_05580_img.jpg,Smart1,"(493, 243, 546, 498)"
test_05581_img.jpg,Cheops,"(114, 134, 445, 448)"
test_05582_img.jpg,Soho,"(460, 195, 904, 396)"
test_05583_img.jpg,Proba3,"(442, 20, 800, 362)"
test_05584_img.jpg,Soho,"(490, 216, 873, 464)"
test_05585_img.jpg,Proba3,"(250, 451, 652, 683)"
test_05586_img.jpg,Proba2,"(274, 382, 592, 767)"
test_05587_img.jpg,XMM Newton,"(301, 254, 870, 738)"
test_05588_img.jpg,Soho,"(143, 3, 552, 227)"
test_05589_img.jpg,Proba3ocs,"(179, 466, 372, 666)"
test_05590_img.jpg,XMM Newton,"(397, 295, 632, 825)"
test_05591_img.jpg,XMM Newton,"(78, 438, 854, 959)"
test_05592_img.jpg,ObservationSat1,"(518, 260, 1015, 624)"
test_05593_img.jpg,Smart1,"(603, 242, 995, 438)"
test_05594_img.jpg,Proba3ocs,"(600, 598, 956, 932)"
test_05595_img.jpg,Smart1,"(637, 298, 1017, 460)"
test_05596_img.jpg,Proba3,"(557, 254, 1016, 657)"
test_05597_img.jpg,Proba2,"(461, 361, 751, 575)"
test_05598_img.jpg,LisaPathfinder,"(199, 237, 413, 478)"
test_05599_img.jpg,XMM Newton,"(541, 4, 1015, 290)"
test_05600_img.jpg,Smart1,"(287, 465, 585, 705)"
test_05601_img.jpg,Smart1,"(558, 392, 816, 868)"
test_05602_img.jpg,Proba2,"(233, 357, 671, 871)"
test_05603_img.jpg,Cheops,"(302, 3, 543, 254)"
test_05604_img.jpg,Proba3,"(693, 73, 1018, 557)"
test_05605_img.jpg,ObservationSat1,"(195, 688, 995, 1017)"
test_05606_img.jpg,Smart1,"(122, 294, 811, 961)"
test_05607_img.jpg,XMM Newton,"(580, 114, 701, 493)"
test_05608_img.jpg,LisaPathfinder,"(595, 406, 1016, 870)"
test_05609_img.jpg,XMM Newton,"(365, 261, 627, 486)"
test_05610_img.jpg,VenusExpress,"(687, 398, 847, 701)"
test_05611_img.jpg,XMM Newton,"(546, 66, 679, 441)"
test_05612_img.jpg,ObservationSat1,"(645, 330, 992, 702)"
test_05613_img.jpg,Soho,"(695, 2, 1018, 158)"
test_05614_img.jpg,Proba3ocs,"(438, 466, 684, 706)"
test_05615_img.jpg,ObservationSat1,"(561, 104, 889, 479)"
test_05616_img.jpg,Soho,"(6, 335, 392, 658)"
test_05617_img.jpg,VenusExpress,"(8, 137, 508, 372)"
test_05618_img.jpg,Proba3,"(737, 126, 1018, 390)"
test_05619_img.jpg,VenusExpress,"(569, 287, 847, 839)"
test_05620_img.jpg,Proba2,"(528, 90, 771, 305)"
test_05621_img.jpg,Proba3,"(309, 365, 674, 797)"
test_05622_img.jpg,Soho,"(766, 424, 934, 720)"
test_05623_img.jpg,Smart1,"(549, 423, 746, 565)"
test_05624_img.jpg,LisaPathfinder,"(576, 226, 775, 425)"
test_05625_img.jpg,Smart1,"(350, 249, 815, 474)"
test_05626_img.jpg,VenusExpress,"(382, 313, 591, 780)"
test_05627_img.jpg,Proba2,"(206, 577, 793, 956)"
test_05628_img.jpg,ObservationSat1,"(165, 514, 504, 1015)"
test_05629_img.jpg,VenusExpress,"(266, 416, 610, 834)"
test_05630_img.jpg,ObservationSat1,"(561, 79, 1016, 626)"
test_05631_img.jpg,Proba2,"(337, 302, 543, 588)"
test_05632_img.jpg,Proba3,"(400, 432, 673, 681)"
test_05633_img.jpg,Smart1,"(218, 164, 448, 262)"
test_05634_img.jpg,Smart1,"(470, 422, 610, 702)"
test_05635_img.jpg,Proba3,"(566, 349, 1016, 816)"
test_05636_img.jpg,ObservationSat1,"(110, 436, 749, 718)"
test_05637_img.jpg,LisaPathfinder,"(624, 533, 828, 721)"
test_05638_img.jpg,VenusExpress,"(244, 460, 492, 852)"
test_05639_img.jpg,Smart1,"(314, 5, 831, 288)"
test_05640_img.jpg,Smart1,"(612, 79, 837, 307)"
test_05641_img.jpg,LisaPathfinder,"(354, 169, 590, 381)"
test_05642_img.jpg,VenusExpress,"(385, 270, 542, 591)"
test_05643_img.jpg,Proba3ocs,"(451, 257, 811, 584)"
test_05644_img.jpg,Cheops,"(595, 545, 940, 892)"
test_05645_img.jpg,ObservationSat1,"(7, 314, 439, 781)"
test_05646_img.jpg,ObservationSat1,"(485, 590, 1015, 816)"
test_05647_img.jpg,Proba3ocs,"(189, 376, 568, 727)"
test_05648_img.jpg,Soho,"(463, 536, 684, 732)"
test_05649_img.jpg,Cheops,"(463, 98, 699, 326)"
test_05650_img.jpg,VenusExpress,"(683, 280, 884, 687)"
test_05651_img.jpg,LisaPathfinder,"(645, 2, 870, 175)"
test_05652_img.jpg,Proba3ocs,"(392, 231, 737, 615)"
test_05653_img.jpg,Proba3,"(346, 190, 658, 375)"
test_05654_img.jpg,Cheops,"(673, 70, 921, 351)"
test_05655_img.jpg,Smart1,"(440, 566, 514, 695)"
test_05656_img.jpg,Proba2,"(264, 51, 551, 313)"
test_05657_img.jpg,Smart1,"(267, 366, 822, 602)"
test_05658_img.jpg,Proba2,"(154, 135, 509, 479)"
test_05659_img.jpg,Proba3,"(407, 96, 980, 536)"
test_05660_img.jpg,Cheops,"(771, 232, 1018, 491)"
test_05661_img.jpg,XMM Newton,"(203, 5, 555, 380)"
test_05662_img.jpg,Proba3,"(433, 226, 924, 503)"
test_05663_img.jpg,Cheops,"(316, 226, 536, 453)"
test_05664_img.jpg,Soho,"(691, 4, 906, 271)"
test_05665_img.jpg,XMM Newton,"(607, 8, 942, 295)"
test_05666_img.jpg,VenusExpress,"(625, 380, 824, 526)"
test_05667_img.jpg,Proba2,"(185, 200, 587, 529)"
test_05668_img.jpg,VenusExpress,"(498, 201, 838, 366)"
test_05669_img.jpg,Soho,"(399, 348, 597, 552)"
test_05670_img.jpg,Proba3ocs,"(266, 281, 497, 490)"
test_05671_img.jpg,ObservationSat1,"(72, 290, 434, 631)"
test_05672_img.jpg,Cheops,"(528, 380, 740, 577)"
test_05673_img.jpg,VenusExpress,"(189, 410, 636, 837)"
test_05674_img.jpg,Soho,"(554, 47, 776, 228)"
test_05675_img.jpg,ObservationSat1,"(155, 5, 520, 375)"
test_05676_img.jpg,Proba2,"(375, 414, 733, 691)"
test_05677_img.jpg,Cheops,"(497, 434, 782, 653)"
test_05678_img.jpg,Cheops,"(458, 568, 782, 924)"
test_05679_img.jpg,Smart1,"(567, 117, 932, 817)"
test_05680_img.jpg,Proba3,"(289, 567, 503, 1016)"
test_05681_img.jpg,Smart1,"(254, 351, 565, 933)"
test_05682_img.jpg,Proba2,"(466, 387, 655, 712)"
test_05683_img.jpg,Soho,"(500, 352, 717, 605)"
test_05684_img.jpg,Proba2,"(8, 548, 541, 1016)"
test_05685_img.jpg,Smart1,"(251, 222, 557, 418)"
test_05686_img.jpg,Proba3,"(419, 392, 1014, 838)"
test_05687_img.jpg,Proba2,"(274, 213, 539, 459)"
test_05688_img.jpg,Proba3ocs,"(85, 346, 343, 592)"
test_05689_img.jpg,XMM Newton,"(9, 367, 575, 800)"
test_05690_img.jpg,Smart1,"(83, 211, 1008, 384)"
test_05691_img.jpg,ObservationSat1,"(736, 6, 1015, 431)"
test_05692_img.jpg,Proba3ocs,"(783, 125, 1019, 370)"
test_05693_img.jpg,XMM Newton,"(616, 110, 964, 393)"
test_05694_img.jpg,Proba2,"(237, 314, 744, 839)"
test_05695_img.jpg,Proba3,"(562, 290, 943, 824)"
test_05696_img.jpg,Soho,"(768, 594, 1015, 799)"
test_05697_img.jpg,LisaPathfinder,"(681, 322, 1017, 652)"
test_05698_img.jpg,Proba3,"(32, 444, 669, 764)"
test_05699_img.jpg,LisaPathfinder,"(482, 285, 848, 653)"
test_05700_img.jpg,VenusExpress,"(532, 257, 1015, 487)"
test_05701_img.jpg,Proba2,"(386, 88, 815, 519)"
test_05702_img.jpg,Cheops,"(288, 152, 693, 575)"
test_05703_img.jpg,Proba3,"(34, 378, 667, 672)"
test_05704_img.jpg,XMM Newton,"(8, 5, 542, 343)"
test_05705_img.jpg,ObservationSat1,"(699, 307, 1018, 754)"
test_05706_img.jpg,Smart1,"(44, 294, 749, 654)"
test_05707_img.jpg,VenusExpress,"(79, 51, 585, 650)"
test_05708_img.jpg,Smart1,"(414, 379, 618, 626)"
test_05709_img.jpg,VenusExpress,"(579, 511, 910, 805)"
test_05710_img.jpg,Proba3,"(436, 141, 742, 431)"
test_05711_img.jpg,Soho,"(649, 550, 837, 766)"
test_05712_img.jpg,Smart1,"(385, 579, 1013, 836)"
test_05713_img.jpg,ObservationSat1,"(69, 152, 629, 753)"
test_05714_img.jpg,Proba3ocs,"(766, 214, 993, 454)"
test_05715_img.jpg,Proba2,"(10, 8, 608, 535)"
test_05716_img.jpg,Soho,"(214, 295, 411, 455)"
test_05717_img.jpg,Smart1,"(360, 314, 459, 530)"
test_05718_img.jpg,Proba3,"(467, 7, 670, 489)"
test_05719_img.jpg,LisaPathfinder,"(717, 591, 1018, 1016)"
test_05720_img.jpg,VenusExpress,"(613, 374, 965, 499)"
test_05721_img.jpg,VenusExpress,"(640, 434, 850, 959)"
test_05722_img.jpg,Proba3ocs,"(529, 599, 798, 852)"
test_05723_img.jpg,Proba2,"(536, 500, 1016, 721)"
test_05724_img.jpg,Proba2,"(618, 402, 1016, 621)"
test_05725_img.jpg,Cheops,"(572, 498, 788, 779)"
test_05726_img.jpg,LisaPathfinder,"(754, 627, 1003, 905)"
test_05727_img.jpg,ObservationSat1,"(199, 5, 651, 348)"
test_05728_img.jpg,Proba2,"(556, 203, 809, 394)"
test_05729_img.jpg,XMM Newton,"(287, 587, 921, 1004)"
test_05730_img.jpg,Proba3ocs,"(6, 380, 322, 661)"
test_05731_img.jpg,LisaPathfinder,"(305, 16, 489, 218)"
test_05732_img.jpg,VenusExpress,"(457, 178, 799, 339)"
test_05733_img.jpg,VenusExpress,"(382, 98, 528, 430)"
test_05734_img.jpg,Soho,"(672, 560, 821, 640)"
test_05735_img.jpg,XMM Newton,"(362, 435, 1013, 911)"
test_05736_img.jpg,VenusExpress,"(355, 435, 518, 763)"
test_05737_img.jpg,Proba2,"(591, 226, 898, 688)"
test_05738_img.jpg,Smart1,"(465, 436, 548, 847)"
test_05739_img.jpg,Smart1,"(238, 273, 582, 586)"
test_05740_img.jpg,XMM Newton,"(324, 370, 787, 779)"
test_05741_img.jpg,VenusExpress,"(353, 400, 475, 695)"
test_05742_img.jpg,Soho,"(438, 67, 751, 239)"
test_05743_img.jpg,XMM Newton,"(755, 205, 1016, 635)"
test_05744_img.jpg,ObservationSat1,"(117, 337, 412, 603)"
test_05745_img.jpg,Proba3ocs,"(341, 429, 556, 671)"
test_05746_img.jpg,Soho,"(819, 80, 959, 252)"
test_05747_img.jpg,Proba3,"(294, 327, 662, 540)"
test_05748_img.jpg,Cheops,"(637, 111, 860, 370)"
test_05749_img.jpg,Cheops,"(390, 51, 767, 522)"
test_05750_img.jpg,XMM Newton,"(324, 85, 693, 433)"
test_05751_img.jpg,VenusExpress,"(494, 377, 791, 528)"
test_05752_img.jpg,Proba3ocs,"(847, 680, 1020, 960)"
test_05753_img.jpg,LisaPathfinder,"(477, 2, 652, 203)"
test_05754_img.jpg,XMM Newton,"(441, 38, 635, 617)"
test_05755_img.jpg,ObservationSat1,"(428, 117, 1003, 380)"
test_05756_img.jpg,Cheops,"(687, 453, 1017, 875)"
test_05757_img.jpg,Cheops,"(393, 29, 640, 296)"
test_05758_img.jpg,Proba2,"(164, 214, 868, 595)"
test_05759_img.jpg,ObservationSat1,"(566, 6, 922, 391)"
test_05760_img.jpg,Soho,"(122, 646, 347, 896)"
test_05761_img.jpg,LisaPathfinder,"(641, 296, 925, 563)"
test_05762_img.jpg,XMM Newton,"(561, 538, 856, 1015)"
test_05763_img.jpg,VenusExpress,"(411, 131, 590, 362)"
test_05764_img.jpg,Proba3,"(648, 111, 1017, 275)"
test_05765_img.jpg,ObservationSat1,"(544, 165, 817, 575)"
test_05766_img.jpg,ObservationSat1,"(355, 450, 674, 810)"
test_05767_img.jpg,Proba3,"(284, 61, 748, 336)"
test_05768_img.jpg,Soho,"(355, 356, 587, 586)"
test_05769_img.jpg,Proba2,"(316, 290, 924, 758)"
test_05770_img.jpg,Proba3,"(171, 590, 469, 1016)"
test_05771_img.jpg,Proba3ocs,"(252, 4, 561, 289)"
test_05772_img.jpg,Cheops,"(719, 296, 1018, 700)"
test_05773_img.jpg,Smart1,"(413, 274, 473, 620)"
test_05774_img.jpg,VenusExpress,"(467, 82, 721, 481)"
test_05775_img.jpg,Proba2,"(320, 304, 685, 536)"
test_05776_img.jpg,Cheops,"(636, 127, 1004, 460)"
test_05777_img.jpg,LisaPathfinder,"(490, 330, 889, 790)"
test_05778_img.jpg,VenusExpress,"(526, 142, 909, 439)"
test_05779_img.jpg,XMM Newton,"(457, 5, 595, 338)"
test_05780_img.jpg,ObservationSat1,"(6, 22, 391, 477)"
test_05781_img.jpg,ObservationSat1,"(402, 113, 761, 653)"
test_05782_img.jpg,Proba3ocs,"(519, 3, 803, 228)"
test_05783_img.jpg,VenusExpress,"(529, 171, 774, 300)"
test_05784_img.jpg,ObservationSat1,"(555, 186, 927, 480)"
test_05785_img.jpg,VenusExpress,"(689, 305, 831, 547)"
test_05786_img.jpg,ObservationSat1,"(536, 477, 894, 799)"
test_05787_img.jpg,ObservationSat1,"(320, 439, 1012, 880)"
test_05788_img.jpg,Soho,"(445, 471, 694, 589)"
test_05789_img.jpg,Proba3,"(153, 5, 575, 382)"
test_05790_img.jpg,Cheops,"(774, 412, 1003, 633)"
test_05791_img.jpg,Smart1,"(481, 98, 1015, 536)"
test_05792_img.jpg,Cheops,"(312, 156, 852, 632)"
test_05793_img.jpg,Cheops,"(517, 130, 816, 399)"
test_05794_img.jpg,ObservationSat1,"(156, 11, 587, 418)"
test_05795_img.jpg,LisaPathfinder,"(312, 48, 554, 303)"
test_05796_img.jpg,LisaPathfinder,"(615, 16, 851, 253)"
test_05797_img.jpg,Soho,"(634, 592, 855, 770)"
test_05798_img.jpg,Proba3,"(661, 7, 934, 458)"
test_05799_img.jpg,LisaPathfinder,"(560, 102, 854, 403)"
test_05800_img.jpg,Soho,"(840, 145, 1020, 440)"
test_05801_img.jpg,Soho,"(323, 53, 529, 348)"
test_05802_img.jpg,LisaPathfinder,"(631, 164, 798, 364)"
test_05803_img.jpg,Proba3,"(410, 507, 766, 892)"
test_05804_img.jpg,Proba2,"(549, 33, 960, 328)"
test_05805_img.jpg,Soho,"(871, 10, 1009, 151)"
test_05806_img.jpg,Soho,"(225, 310, 576, 519)"
test_05807_img.jpg,Cheops,"(574, 504, 832, 789)"
test_05808_img.jpg,Cheops,"(255, 319, 477, 605)"
test_05809_img.jpg,Proba3,"(225, 464, 653, 860)"
test_05810_img.jpg,VenusExpress,"(286, 383, 607, 587)"
test_05811_img.jpg,ObservationSat1,"(322, 594, 572, 802)"
test_05812_img.jpg,Proba3,"(531, 449, 970, 990)"
test_05813_img.jpg,VenusExpress,"(662, 329, 884, 449)"
test_05814_img.jpg,ObservationSat1,"(640, 303, 846, 530)"
test_05815_img.jpg,Proba3,"(531, 623, 773, 1017)"
test_05816_img.jpg,Cheops,"(84, 141, 560, 637)"
test_05817_img.jpg,XMM Newton,"(221, 7, 483, 508)"
test_05818_img.jpg,VenusExpress,"(397, 558, 699, 719)"
test_05819_img.jpg,Proba2,"(601, 418, 772, 634)"
test_05820_img.jpg,LisaPathfinder,"(249, 86, 497, 316)"
test_05821_img.jpg,ObservationSat1,"(370, 189, 754, 504)"
test_05822_img.jpg,LisaPathfinder,"(242, 322, 472, 529)"
test_05823_img.jpg,Soho,"(384, 387, 466, 621)"
test_05824_img.jpg,XMM Newton,"(89, 5, 603, 392)"
test_05825_img.jpg,Proba3ocs,"(434, 480, 631, 658)"
test_05826_img.jpg,LisaPathfinder,"(321, 4, 640, 284)"
test_05827_img.jpg,Cheops,"(6, 6, 367, 408)"
test_05828_img.jpg,Proba2,"(369, 456, 682, 670)"
test_05829_img.jpg,Smart1,"(190, 256, 701, 382)"
test_05830_img.jpg,Soho,"(502, 383, 796, 558)"
test_05831_img.jpg,VenusExpress,"(533, 211, 847, 390)"
test_05832_img.jpg,Proba3,"(743, 372, 1018, 876)"
test_05833_img.jpg,Soho,"(515, 260, 671, 494)"
test_05834_img.jpg,Soho,"(729, 136, 815, 333)"
test_05835_img.jpg,Smart1,"(418, 4, 846, 264)"
test_05836_img.jpg,Proba3,"(245, 408, 676, 716)"
test_05837_img.jpg,Cheops,"(538, 354, 816, 643)"
test_05838_img.jpg,LisaPathfinder,"(545, 388, 841, 672)"
test_05839_img.jpg,LisaPathfinder,"(870, 337, 1020, 587)"
test_05840_img.jpg,XMM Newton,"(653, 5, 1016, 370)"
test_05841_img.jpg,LisaPathfinder,"(511, 413, 633, 616)"
test_05842_img.jpg,Soho,"(659, 126, 822, 396)"
test_05843_img.jpg,LisaPathfinder,"(405, 644, 666, 940)"
test_05844_img.jpg,Proba3ocs,"(691, 570, 990, 827)"
test_05845_img.jpg,Smart1,"(626, 384, 853, 736)"
test_05846_img.jpg,XMM Newton,"(443, 6, 993, 433)"
test_05847_img.jpg,VenusExpress,"(448, 440, 603, 769)"
test_05848_img.jpg,Smart1,"(163, 141, 905, 362)"
test_05849_img.jpg,Proba3ocs,"(800, 72, 1019, 352)"
test_05850_img.jpg,Proba3ocs,"(502, 44, 724, 289)"
test_05851_img.jpg,XMM Newton,"(11, 15, 765, 732)"
test_05852_img.jpg,Proba2,"(650, 376, 866, 577)"
test_05853_img.jpg,Proba2,"(497, 372, 749, 675)"
test_05854_img.jpg,Smart1,"(396, 692, 1014, 931)"
test_05855_img.jpg,Soho,"(580, 139, 772, 268)"
test_05856_img.jpg,LisaPathfinder,"(46, 190, 440, 592)"
test_05857_img.jpg,XMM Newton,"(10, 39, 690, 726)"
test_05858_img.jpg,Cheops,"(737, 62, 994, 274)"
test_05859_img.jpg,Proba3ocs,"(448, 185, 790, 459)"
test_05860_img.jpg,LisaPathfinder,"(304, 207, 525, 438)"
test_05861_img.jpg,Cheops,"(338, 438, 678, 764)"
test_05862_img.jpg,ObservationSat1,"(649, 309, 1017, 774)"
test_05863_img.jpg,ObservationSat1,"(331, 398, 782, 746)"
test_05864_img.jpg,Proba3ocs,"(750, 3, 1019, 224)"
test_05865_img.jpg,Proba3,"(619, 29, 1016, 421)"
test_05866_img.jpg,VenusExpress,"(550, 49, 763, 411)"
test_05867_img.jpg,Proba3,"(198, 537, 540, 1015)"
test_05868_img.jpg,Proba3,"(529, 552, 967, 905)"
test_05869_img.jpg,Proba3ocs,"(689, 488, 950, 698)"
test_05870_img.jpg,XMM Newton,"(447, 524, 785, 1015)"
test_05871_img.jpg,Proba2,"(289, 332, 891, 937)"
test_05872_img.jpg,Soho,"(574, 113, 771, 252)"
test_05873_img.jpg,Soho,"(97, 42, 478, 252)"
test_05874_img.jpg,LisaPathfinder,"(395, 350, 806, 806)"
test_05875_img.jpg,ObservationSat1,"(755, 447, 1014, 733)"
test_05876_img.jpg,XMM Newton,"(88, 145, 719, 615)"
test_05877_img.jpg,Proba3ocs,"(97, 3, 465, 267)"
test_05878_img.jpg,Cheops,"(272, 452, 592, 801)"
test_05879_img.jpg,ObservationSat1,"(327, 449, 927, 724)"
test_05880_img.jpg,XMM Newton,"(654, 532, 1017, 745)"
test_05881_img.jpg,VenusExpress,"(733, 483, 878, 830)"
test_05882_img.jpg,Soho,"(553, 315, 743, 447)"
test_05883_img.jpg,Soho,"(591, 562, 724, 783)"
test_05884_img.jpg,XMM Newton,"(228, 127, 888, 998)"
test_05885_img.jpg,Proba2,"(655, 232, 999, 553)"
test_05886_img.jpg,LisaPathfinder,"(612, 275, 1006, 576)"
test_05887_img.jpg,Proba3ocs,"(317, 3, 558, 210)"
test_05888_img.jpg,ObservationSat1,"(310, 514, 679, 903)"
test_05889_img.jpg,Proba3,"(175, 68, 601, 453)"
test_05890_img.jpg,ObservationSat1,"(193, 166, 740, 397)"
test_05891_img.jpg,ObservationSat1,"(635, 61, 924, 733)"
test_05892_img.jpg,Proba3ocs,"(707, 504, 916, 727)"
test_05893_img.jpg,Proba3,"(209, 213, 587, 545)"
test_05894_img.jpg,Proba2,"(457, 484, 860, 1014)"
test_05895_img.jpg,Proba2,"(324, 258, 541, 479)"
test_05896_img.jpg,Proba3ocs,"(738, 543, 1005, 782)"
test_05897_img.jpg,ObservationSat1,"(14, 475, 636, 1014)"
test_05898_img.jpg,XMM Newton,"(597, 6, 1016, 398)"
test_05899_img.jpg,XMM Newton,"(342, 472, 1008, 1014)"
test_05900_img.jpg,XMM Newton,"(219, 177, 948, 612)"
test_05901_img.jpg,Proba2,"(627, 497, 865, 721)"
test_05902_img.jpg,VenusExpress,"(156, 55, 445, 595)"
test_05903_img.jpg,ObservationSat1,"(315, 95, 529, 334)"
